country,gridcode,longitude,latitude,station_id,station_name
CA,1,-104.7358322,55.64749908,06CD002,CHURCHILL RIVER ABOVE OTTER RAPIDS
CA,2,-96.60903168,49.64363861,05OH007,SEINE RIVER NEAR STE. ANNE
CA,3,-128.1508331,59.95082855,10AD001,HYLAND RIVER NEAR LOWER POST
CA,4,-126.9505615,59.69139099,10BC001,COAL RIVER AT THE MOUTH
CA,5,-134.3325043,59.94778061,09AA013,TUTSHI RIVER AT OUTLET OF TUTSHI LAKE
CA,6,-131.7677765,59.93056107,09AE003,SWIFT RIVER NEAR SWIFT RIVER
CA,7,-111.5208282,59.87638855,07NB008,DOG RIVER NEAR FITZGERALD
CA,8,-106.4111099,59.54721832,07LE003,GREASE RIVER BELOW FONTAINE LAKE
CA,9,-134.390564,59.59444046,09AA014,FANTAIL RIVER AT OUTLET OF FANTAIL LAKE
CA,10,-132.9138947,59.90555954,09AE004,GLADYS RIVER AT OUTLET OF GLADYS LAKE
CA,11,-105.3027802,59.31943893,07LC002,CHIPMAN RIVER ABOVE BLACK LAKE
CA,12,-129.1277771,59.7583313,10AC004,BLUE RIVER NEAR THE MOUTH
CA,13,-71.75,60,03HA009,HAMELIN (RIVIERE) PRES DE LA RIVIERE ARNAUD (PAYNE)-1
CA,14,-129.8230591,59.11888885,10AC005,COTTONWOOD RIVER ABOVE BASS CREEK
CA,15,-104.3611069,59.44443893,07LC003,PORCUPINE RIVER AT OUTLET OF GROVE LAKE
CA,16,-125.9402466,59.33597183,10BE007,TROUT RIVER AT KILOMETRE 783.7 ALASKA HIGHWAY
CA,17,-71.90833282,59.9888916,03HA001,ARNAUD (PAYNE)(RIVIERE) EN AMONT DE LA RIVIERE HAMELIN-1
CA,18,-130.0833282,58.81388855,10AC003,DEASE RIVER AT OUTLET OF DEASE LAKE
CA,19,-125.3826065,58.85496902,10BE004,TOAD RIVER ABOVE NONDA CREEK
CA,20,-98.28888702,58.84444046,06GB001,NORTH SEAL RIVER BELOW STONY LAKE
CA,21,-127.8447189,59.06444168,10BA001,TURNAGAIN RIVER ABOVE SANDPILE CREEK
CA,22,-130.824173,58.07221985,08CD001,TUYA RIVER NEAR TELEGRAPH CREEK
CA,23,-109.7861099,58.32221985,07MA003,DOUGLAS RIVER NEAR CLUFF LAKE
CA,24,-133.5402832,58.63888931,08BB001,TAKU RIVER NEAR TULSEQUAH
CA,25,-127.5338898,59.09833145,10BB002,KECHIKA RIVER ABOVE BOYA CREEK
CA,26,-116.2640305,58.44908905,07JF002,BOYER RIVER NEAR FORT VERMILION
CA,27,-104.6083298,58.3861084,07LB002,WATERFOUND RIVER BELOW THERIAU LAKE
CA,28,-108.1750031,58.96667099,07MB001,MACFARLANE RIVER AT OUTLET OF DAVY LAKE
CA,29,-130.1791687,57.53055954,08CG003,ISKUT RIVER AT OUTLET OF KINASKAN LAKE
CA,30,-125.6374969,57.45000076,07EA002,KWADACHA RIVER NEAR WARE
CA,31,-121.4638901,58.27082825,10CA001,FONTAS RIVER NEAR THE MOUTH
CA,32,-94.19805908,58.01353073,06FD002,DEER RIVER NORTH OF BELCHER
CA,33,-122.6591721,58.78833008,10CD001,MUSKWA RIVER NEAR FORT NELSON
CA,34,-98.2277832,58.14305878,06GA001,SOUTH SEAL RIVER ABOVE FOX LAKE
CA,35,-108.7638931,57.33055878,07CD006,CLEARWATER RIVER AT OUTLET OF LLOYD LAKE
CA,36,-95.66385651,57.65327835,06FB002,LITTLE BEAVER RIVER NEAR THE MOUTH
CA,37,-124.8988876,57.1911087,07EA007,AKIE RIVER NEAR THE 760 M CONTOUR
CA,38,-105.8194427,58.85832977,07LD002,CREE RIVER AT OUTLET OF WAPATA LAKE
CA,39,-129.7038879,57.90000153,08CC001,KLAPPAN RIVER NEAR TELEGRAPH CREEK
CA,40,-104.9972229,57.47777939,06DA005,WHEELER RIVER BELOW RUSSELL LAKE
CA,41,-130.4013824,57.0408287,08CG005,MORE CREEK NEAR THE MOUTH
CA,42,-111.570137,57.19120026,07DA008,MUSKEG RIVER NEAR FORT MACKAY
CA,43,-122.6941681,57.23416901,10CB001,SIKANNI CHIEF RIVER NEAR FORT NELSON
CA,44,-68.26999664,57.67082977,03MB001,FALSE (RIVIERE)
CA,45,-70.42056274,58.64028168,03JB001,FEUILLES (RIVIERE AUX) EN AVAL DE LA RIVIERE PELADEAU
CA,46,-93.45305634,57.02305984,05UH002,WEIR RIVER ABOVE THE MOUTH
CA,47,-125.6263885,57.42082977,07EA001,FINLAY RIVER AT WARE
CA,48,-125.1029968,56.72999954,07EA004,INGENIKA RIVER ABOVE SWANNELL RIVER
CA,49,-121.2208328,56.67721939,07FC003,BLUEBERRY RIVER BELOW AITKEN CREEK
CA,50,-123.9333267,56.52833176,07EB002,OSPIKA RIVER ABOVE ALEY CREEK
CA,51,-94.21617126,56.51258087,05UG001,LIMESTONE RIVER NEAR BIRD
CA,52,-97.52494049,57.30205917,06FA001,GAUER RIVER BELOW THORSTEINSON LAKE
CA,53,-95.73925018,56.95291901,06FC001,LITTLE CHURCHILL RIVER ABOVE RECLUSE LAKE
CA,54,-122.3561096,56.45861053,07FA005,GRAHAM RIVER ABOVE COLT CREEK
CA,55,-106.5611115,56.24443817,06BD001,HAULTAIN RIVER ABOVE NORBERT RIVER
CA,56,-130.6916656,56.35139084,08DD001,UNUK RIVER NEAR STEWART
CA,57,-111.3563766,56.70896912,07CD004,HANGINGSTONE RIVER AT FORT MCMURRAY
CA,58,-124.6433334,56.24388885,07EC003,MESILINKA RIVER ABOVE GOPHERHOLE CREEK
CA,59,-102.5097198,56.11193848,06EA007,PAGATO RIVER AT OUTLET OF PAGATO LAKE
CA,60,-107.5916672,56.09167099,06BC001,MUDJATIK RIVER NEAR FORCIER LAKE
CA,61,-118.6597214,56.06806183,07FD008,HINES CREEK NEAR FAIRVIEW
CA,62,-103.7094421,57.08889008,06DC001,WATHAMAN RIVER BELOW WATHAMAN LAKE
CA,63,-93.64111328,56.67694092,05UH001,ANGLING RIVER NEAR BIRD
CA,64,-94.69664764,56.34156036,05UF004,KETTLE RIVER NEAR GILLAM
CA,65,-124.8013916,56.12667084,07EC004,OSILINKA RIVER NEAR END LAKE
CA,66,-98.88639069,55.93111038,05TF002,FOOTPRINT RIVER ABOVE FOOTPRINT LAKE
CA,67,-105.7555618,55.82500076,06CE001,FOSTER RIVER ABOVE CHURCHILL RIVER
CA,68,-74.2388916,56.45471954,03FA003,LOUPS MARINS (LAC DES) DANS LE BASSIN VERSANT DE LA RIVIERE NASTAPOCA
CA,69,-97.35762024,55.99525833,05TG003,ODEI RIVER NEAR THOMPSON
CA,70,-127.6847229,55.71611023,08EB005,SKEENA RIVER ABOVE BABINE RIVER
CA,71,-121.3469391,56.09305954,07FB008,MOBERLY RIVER NEAR FORT ST. JOHN
CA,72,-124.5674973,55.91611099,07EC002,OMINECA RIVER ABOVE OSILINKA RIVER
CA,73,-113.9213028,55.91667175,07JA003,WILLOW RIVER NEAR WABASCA
CA,74,-118.7002335,55.64434814,07FD006,SADDLE RIVER NEAR WOKING
CA,75,-127.7141724,55.43360901,08EB004,KISPIOX RIVER NEAR HAZELTON
CA,76,-109.3855591,55.70972061,06BA002,DILLON RIVER BELOW DILLON LAKE
CA,77,-120.0294418,55.86471939,07FD007,POUCE COUPE RIVER BELOW HENDERSON CREEK
CA,78,-98.19207764,55.48984909,05TG002,TAYLOR RIVER NEAR THOMPSON
CA,79,-129.0861053,55.26388931,08DB001,NASS RIVER ABOVE SHUMAL CREEK
CA,80,-119.6425476,55.31616974,07GD002,BEAVERTAIL CREEK NEAR HYTHE
CA,81,-124.2333298,55.20000076,07ED001,NATION RIVER NEAR FORT ST. JAMES
CA,82,-120.5625,55.9569397,07FD001,KISKATINAW RIVER NEAR FARMINGTON
CA,83,-77.03582764,55.39500046,03ED004,COATS (RIVIERE) PRES DE LA GRANDE RIVIERE DE LA BALEINE
CA,84,-121.6244431,55.54278183,07FB003,SUKUNKA RIVER NEAR THE MOUTH
CA,85,-99.22088623,55.49662018,05TE002,BURNTWOOD RIVER ABOVE LEAF RAPIDS
CA,86,-114.7562103,55.30487061,07BK001,LESSER SLAVE RIVER AT SLAVE LAKE
CA,87,-68.56388855,56.6427803,03LD004,SWAMPY BAY (RIVIERE)
CA,88,-61.30168915,55.23413849,03NF001,UGJOKTOK RIVER BELOW HARP LAKE
CA,89,-108.0536118,54.91833115,06BB004,KEELEY RIVER AT OUTLET OF KEELEY LAKE
CA,90,-65.7583313,56.7930603,03MD001,GEORGE (RIVIERE) A LA SORTIE DU LAC DE LA HUTTE SAUVAGE
CA,91,-128.6602783,54.5819397,08EG006,KITSUMKALUM RIVER NEAR TERRACE
CA,92,-77.06388855,55.0083313,03EC001,DENYS (RIVIERE) PRES DE LA GRANDE RIVIERE DE LA BALEINE
CA,93,-121.0124969,55.06528091,07FB006,MURRAY RIVER ABOVE WOLVERINE RIVER
CA,94,-99.96943665,54.78889084,05TB002,GRASS RIVER AT WEKUSKO FALLS
CA,95,-122.9047165,55.07806015,07EE007,PARSNIP RIVER ABOVE MISINCHINKA RIVER
CA,96,-109.2225037,54.4458313,06AF005,WATERHEN RIVER NEAR GOODSOIL
CA,97,-73.98361206,54.84917068,03EA001,BALEINE (GRANDE RIVIERE DE LA) A LA SORTIE DU LAC BIENVILLE
CA,98,-107.7436066,54.93027878,06AG002,DORE RIVER NEAR THE MOUTH
CA,99,-113.8488998,54.30820084,07BC006,DAPP CREEK AT HIGHWAY NO. 44
CA,100,-117.2057037,54.75201035,07GG001,WASKAHIGAN RIVER NEAR THE MOUTH
CA,101,-103.9416733,54.56111145,05KF001,BALLANTYNE RIVER ABOVE BALLANTYNE BAY
